*** longestStringLength = 12 ***
*** Entering populateFirstTable() ***
*** paddedData =           In ; currentIndex = 11 ; hashIndex = 110 ; currentTable = 0 ***
*** paddedData =        fall, ; currentIndex = 11 ; hashIndex = 44 ; currentTable = 0 ***
*** paddedData =          New ; currentIndex = 11 ; hashIndex = 119 ; currentTable = 0 ***
*** paddedData =      England ; currentIndex = 11 ; hashIndex = 100 ; currentTable = 0 ***
*** paddedData =           is ; currentIndex = 11 ; hashIndex = 115 ; currentTable = 0 ***
*** paddedData =       famous ; currentIndex = 11 ; hashIndex = 115 ; currentTable = 0 ***
*** paddedData =          for ; currentIndex = 11 ; hashIndex = 114 ; currentTable = 0 ***
*** paddedData =          its ; currentIndex = 11 ; hashIndex = 115 ; currentTable = 0 ***
*** paddedData =     glorious ; currentIndex = 11 ; hashIndex = 115 ; currentTable = 0 ***
*** paddedData =      foliage ; currentIndex = 11 ; hashIndex = 101 ; currentTable = 0 ***
*** paddedData =           as ; currentIndex = 11 ; hashIndex = 115 ; currentTable = 0 ***
*** paddedData =     billions ; currentIndex = 11 ; hashIndex = 115 ; currentTable = 0 ***
*** paddedData =           of ; currentIndex = 11 ; hashIndex = 102 ; currentTable = 0 ***
*** paddedData =       leaves ; currentIndex = 11 ; hashIndex = 115 ; currentTable = 0 ***
*** paddedData =       change ; currentIndex = 11 ; hashIndex = 101 ; currentTable = 0 ***
*** paddedData =         from ; currentIndex = 11 ; hashIndex = 109 ; currentTable = 0 ***
*** paddedData =        green ; currentIndex = 11 ; hashIndex = 110 ; currentTable = 0 ***
*** paddedData =           to ; currentIndex = 11 ; hashIndex = 111 ; currentTable = 0 ***
*** paddedData =            a ; currentIndex = 11 ; hashIndex = 97 ; currentTable = 0 ***
*** paddedData = kaleidoscope ; currentIndex = 11 ; hashIndex = 101 ; currentTable = 0 ***
*** paddedData =           of ; currentIndex = 11 ; hashIndex = 102 ; currentTable = 0 ***
*** paddedData =      colors. ; currentIndex = 11 ; hashIndex = 46 ; currentTable = 0 ***
Table[0][0]: (dummy, NULL) -> NULL
Table[1][116]: (dummy, NULL) -> NULL
Table[1][117]: (dummy, NULL) -> NULL
Table[1][118]: (dummy, NULL) -> NULL
Table[1][119]: (dummy, NULL) -> NULL
Table[1][120]: (dummy, NULL) -> NULL
Table[1][121]: (dummy, NULL) -> NULL
Table[1][122]: (dummy, NULL) -> NULL
Table[1][123]: (dummy, NULL) -> NULL
Table[1][124]: (dummy, NULL) -> NULL
Table[1][125]: (dummy, NULL) -> NULL
Table[1][126]: (dummy, NULL) -> NULL
Table[1][127]: (dummy, NULL) -> NULL
Table[1][128]: (dummy, NULL) -> NULL
Table[1][129]: (dummy, NULL) -> NULL
Table[1][130]: (dummy, NULL) -> NULL
Table[1][131]: (dummy, NULL) -> NULL
Table[1][132]: (dummy, NULL) -> NULL
Table[1][133]: (dummy, NULL) -> NULL
Table[1][134]: (dummy, NULL) -> NULL
Table[1][135]: (dummy, NULL) -> NULL
Table[1][136]: (dummy, NULL) -> NULL
Table[1][137]: (dummy, NULL) -> NULL
Table[1][138]: (dummy, NULL) -> NULL
Table[1][139]: (dummy, NULL) -> NULL
Table[1][140]: (dummy, NULL) -> NULL
Table[1][141]: (dummy, NULL) -> NULL
Table[1][142]: (dummy, NULL) -> NULL
Table[1][143]: (dummy, NULL) -> NULL
Table[1][144]: (dummy, NULL) -> NULL
Table[1][145]: (dummy, NULL) -> NULL
Table[1][146]: (dummy, NULL) -> NULL
Table[1][147]: (dummy, NULL) -> NULL
Table[1][148]: (dummy, NULL) -> NULL
Table[1][149]: (dummy, NULL) -> NULL
Table[1][150]: (dummy, NULL) -> NULL
Table[1][151]: (dummy, NULL) -> NULL
Table[1][152]: (dummy, NULL) -> NULL
Table[1][153]: (dummy, NULL) -> NULL
Table[1][154]: (dummy, NULL) -> NULL
Table[1][155]: (dummy, NULL) -> NULL
Table[1][156]: (dummy, NULL) -> NULL
Table[1][157]: (dummy, NULL) -> NULL
Table[1][158]: (dummy, NULL) -> NULL
Table[1][159]: (dummy, NULL) -> NULL
Table[1][160]: (dummy, NULL) -> NULL
Table[1][161]: (dummy, NULL) -> NULL
Table[1][162]: (dummy, NULL) -> NULL
Table[1][163]: (dummy, NULL) -> NULL
Table[1][164]: (dummy, NULL) -> NULL
Table[1][165]: (dummy, NULL) -> NULL
Table[1][166]: (dummy, NULL) -> NULL
Table[1][167]: (dummy, NULL) -> NULL
Table[1][168]: (dummy, NULL) -> NULL
Table[1][169]: (dummy, NULL) -> NULL
Table[1][170]: (dummy, NULL) -> NULL
Table[1][171]: (dummy, NULL) -> NULL
Table[1][172]: (dummy, NULL) -> NULL
Table[1][173]: (dummy, NULL) -> NULL
Table[1][174]: (dummy, NULL) -> NULL
Table[1][175]: (dummy, NULL) -> NULL
Table[1][176]: (dummy, NULL) -> NULL
Table[1][177]: (dummy, NULL) -> NULL
Table[1][178]: (dummy, NULL) -> NULL
Table[1][179]: (dummy, NULL) -> NULL
Table[1][180]: (dummy, NULL) -> NULL
Table[1][181]: (dummy, NULL) -> NULL
Table[1][182]: (dummy, NULL) -> NULL
Table[1][183]: (dummy, NULL) -> NULL
Table[1][184]: (dummy, NULL) -> NULL
Table[1][185]: (dummy, NULL) -> NULL
Table[1][186]: (dummy, NULL) -> NULL
Table[1][187]: (dummy, NULL) -> NULL
Table[1][188]: (dummy, NULL) -> NULL
Table[1][189]: (dummy, NULL) -> NULL
Table[1][190]: (dummy, NULL) -> NULL
Table[1][191]: (dummy, NULL) -> NULL
Table[1][192]: (dummy, NULL) -> NULL
Table[1][193]: (dummy, NULL) -> NULL
Table[1][194]: (dummy, NULL) -> NULL
Table[1][195]: (dummy, NULL) -> NULL
Table[1][196]: (dummy, NULL) -> NULL
Table[1][197]: (dummy, NULL) -> NULL
Table[1][198]: (dummy, NULL) -> NULL
Table[1][199]: (dummy, NULL) -> NULL
Table[1][200]: (dummy, NULL) -> NULL
Table[1][201]: (dummy, NULL) -> NULL
Table[1][202]: (dummy, NULL) -> NULL
Table[1][203]: (dummy, NULL) -> NULL
Table[1][204]: (dummy, NULL) -> NULL
Table[1][205]: (dummy, NULL) -> NULL
Table[1][206]: (dummy, NULL) -> NULL
Table[1][207]: (dummy, NULL) -> NULL
Table[1][208]: (dummy, NULL) -> NULL
Table[1][209]: (dummy, NULL) -> NULL
Table[1][210]: (dummy, NULL) -> NULL
Table[1][211]: (dummy, NULL) -> NULL
Table[1][212]: (dummy, NULL) -> NULL
Table[1][213]: (dummy, NULL) -> NULL
Table[1][214]: (dummy, NULL) -> NULL
Table[1][215]: (dummy, NULL) -> NULL
Table[1][216]: (dummy, NULL) -> NULL
Table[1][217]: (dummy, NULL) -> NULL
Table[1][218]: (dummy, NULL) -> NULL
Table[1][219]: (dummy, NULL) -> NULL
Table[1][220]: (dummy, NULL) -> NULL
Table[1][221]: (dummy, NULL) -> NULL
Table[1][222]: (dummy, NULL) -> NULL
Table[1][223]: (dummy, NULL) -> NULL
Table[1][224]: (dummy, NULL) -> NULL
Table[1][225]: (dummy, NULL) -> NULL
Table[1][226]: (dummy, NULL) -> NULL
Table[1][227]: (dummy, NULL) -> NULL
Table[1][228]: (dummy, NULL) -> NULL
Table[1][229]: (dummy, NULL) -> NULL
Table[1][230]: (dummy, NULL) -> NULL
Table[1][231]: (dummy, NULL) -> NULL
Table[1][232]: (dummy, NULL) -> NULL
Table[1][233]: (dummy, NULL) -> NULL
Table[1][234]: (dummy, NULL) -> NULL
Table[1][235]: (dummy, NULL) -> NULL
Table[1][236]: (dummy, NULL) -> NULL
Table[1][237]: (dummy, NULL) -> NULL
Table[1][238]: (dummy, NULL) -> NULL
Table[1][239]: (dummy, NULL) -> NULL
Table[1][240]: (dummy, NULL) -> NULL
Table[1][241]: (dummy, NULL) -> NULL
Table[1][242]: (dummy, NULL) -> NULL
Table[1][243]: (dummy, NULL) -> NULL
Table[1][244]: (dummy, NULL) -> NULL
Table[1][245]: (dummy, NULL) -> NULL
Table[1][246]: (dummy, NULL) -> NULL
Table[1][247]: (dummy, NULL) -> NULL
Table[1][248]: (dummy, NULL) -> NULL
Table[1][249]: (dummy, NULL) -> NULL
Table[1][250]: (dummy, NULL) -> NULL
Table[1][251]: (dummy, NULL) -> NULL
Table[1][252]: (dummy, NULL) -> NULL
Table[1][253]: (dummy, NULL) -> NULL
Table[1][254]: (dummy, NULL) -> NULL
Table[1][255]: (dummy, NULL) -> NULL
*** currentIndex = 5 ***
*** moving data =            a ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =           In ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =           as ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =           is ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =           of ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =           of ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =           to ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =          New ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =          for ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =          its ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =         from ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =        fall, ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =        green ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =       change ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =       famous ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =       leaves ; from Table 1 ; to Table 0 ; hashIndex = 32 ***
*** moving data =     billions ; from Table 1 ; to Table 0 ; hashIndex = 105 ***
*** moving data =      England ; from Table 1 ; to Table 0 ; hashIndex = 69 ***
*** moving data =      foliage ; from Table 1 ; to Table 0 ; hashIndex = 102 ***
*** moving data =      colors. ; from Table 1 ; to Table 0 ; hashIndex = 99 ***
*** moving data =     glorious ; from Table 1 ; to Table 0 ; hashIndex = 108 ***
*** moving data = kaleidoscope ; from Table 1 ; to Table 0 ; hashIndex = 100 ***
Table[0][0]: (dummy, NULL) -> NULL
Table[0][1]: (dummy, NULL) -> NULL
Table[0][2]: (dummy, NULL) -> NULL
Table[0][3]: (dummy, NULL) -> NULL
Table[0][4]: (dummy, NULL) -> NULL
Table[0][5]: (dummy, NULL) -> NULL
Table[0][6]: (dummy, NULL) -> NULL
Table[0][7]: (dummy, NULL) -> NULL
Table[0][8]: (dummy, NULL) -> NULL
Table[0][9]: (dummy, NULL) -> NULL
Table[0][10]: (dummy, NULL) -> NULL
Table[0][11]: (dummy, NULL) -> NULL
Table[0][12]: (dummy, NULL) -> NULL
Table[0][13]: (dummy, NULL) -> NULL
Table[0][14]: (dummy, NULL) -> NULL
Table[0][15]: (dummy, NULL) -> NULL
Table[0][16]: (dummy, NULL) -> NULL
Table[0][17]: (dummy, NULL) -> NULL
Table[0][18]: (dummy, NULL) -> NULL
Table[0][19]: (dummy, NULL) -> NULL
Table[0][20]: (dummy, NULL) -> NULL
Table[0][21]: (dummy, NULL) -> NULL
Table[0][22]: (dummy, NULL) -> NULL
Table[0][23]: (dummy, NULL) -> NULL
Table[0][24]: (dummy, NULL) -> NULL
Table[0][25]: (dummy, NULL) -> NULL
Table[0][26]: (dummy, NULL) -> NULL
Table[0][27]: (dummy, NULL) -> NULL
Table[0][28]: (dummy, NULL) -> NULL
Table[0][29]: (dummy, NULL) -> NULL
Table[0][30]: (dummy, NULL) -> NULL
Table[0][31]: (dummy, NULL) -> NULL
Table[0][32]: (dummy,            a) -> (           a,           In) -> (          In,           as) -> (          as,           is) -> (          is,           of) -> (          of,           of) -> (          of,           to) -> (          to,          New) -> (         New,          for) -> (         for,          its) -> (         its,         from) -> (        from,        fall,) -> (       fall,,        green) -> (       green,       change) -> (      change,       famous) -> (      famous,       leaves) -> (      leaves, NULL) -> NULL
Table[0][33]: (dummy, NULL) -> NULL
Table[0][34]: (dummy, NULL) -> NULL
Table[0][35]: (dummy, NULL) -> NULL
Table[0][36]: (dummy, NULL) -> NULL
Table[0][37]: (dummy, NULL) -> NULL
Table[0][38]: (dummy, NULL) -> NULL
Table[0][39]: (dummy, NULL) -> NULL
Table[0][40]: (dummy, NULL) -> NULL
Table[0][41]: (dummy, NULL) -> NULL
Table[0][42]: (dummy, NULL) -> NULL
Table[0][43]: (dummy, NULL) -> NULL
Table[0][44]: (dummy, NULL) -> NULL
Table[0][45]: (dummy, NULL) -> NULL
Table[0][46]: (dummy, NULL) -> NULL
Table[0][47]: (dummy, NULL) -> NULL
Table[0][48]: (dummy, NULL) -> NULL
Table[0][49]: (dummy, NULL) -> NULL
Table[0][50]: (dummy, NULL) -> NULL
Table[0][51]: (dummy, NULL) -> NULL
Table[0][52]: (dummy, NULL) -> NULL
Table[0][53]: (dummy, NULL) -> NULL
Table[0][54]: (dummy, NULL) -> NULL
Table[0][55]: (dummy, NULL) -> NULL
Table[0][56]: (dummy, NULL) -> NULL
Table[0][57]: (dummy, NULL) -> NULL
Table[0][58]: (dummy, NULL) -> NULL
Table[0][59]: (dummy, NULL) -> NULL
Table[0][60]: (dummy, NULL) -> NULL
Table[0][61]: (dummy, NULL) -> NULL
Table[0][62]: (dummy, NULL) -> NULL
Table[0][63]: (dummy, NULL) -> NULL
Table[0][64]: (dummy, NULL) -> NULL
Table[0][65]: (dummy, NULL) -> NULL
Table[0][66]: (dummy, NULL) -> NULL
Table[0][67]: (dummy, NULL) -> NULL
Table[0][68]: (dummy, NULL) -> NULL
Table[0][69]: (dummy,      England) -> (     England, NULL) -> NULL
Table[0][70]: (dummy, NULL) -> NULL
Table[0][71]: (dummy, NULL) -> NULL
Table[0][72]: (dummy, NULL) -> NULL
Table[0][73]: (dummy, NULL) -> NULL
Table[0][74]: (dummy, NULL) -> NULL
Table[0][75]: (dummy, NULL) -> NULL
Table[0][76]: (dummy, NULL) -> NULL
Table[0][77]: (dummy, NULL) -> NULL
Table[0][78]: (dummy, NULL) -> NULL
Table[0][79]: (dummy, NULL) -> NULL
Table[0][80]: (dummy, NULL) -> NULL
Table[0][81]: (dummy, NULL) -> NULL
Table[0][82]: (dummy, NULL) -> NULL
Table[0][83]: (dummy, NULL) -> NULL
Table[0][84]: (dummy, NULL) -> NULL
Table[0][85]: (dummy, NULL) -> NULL
Table[0][86]: (dummy, NULL) -> NULL
Table[0][87]: (dummy, NULL) -> NULL
Table[0][88]: (dummy, NULL) -> NULL
Table[0][89]: (dummy, NULL) -> NULL
Table[0][90]: (dummy, NULL) -> NULL
Table[0][91]: (dummy, NULL) -> NULL
Table[0][92]: (dummy, NULL) -> NULL
Table[0][93]: (dummy, NULL) -> NULL
Table[0][94]: (dummy, NULL) -> NULL
Table[0][95]: (dummy, NULL) -> NULL
Table[0][96]: (dummy, NULL) -> NULL
Table[0][97]: (dummy, NULL) -> NULL
Table[0][98]: (dummy, NULL) -> NULL
Table[0][99]: (dummy,      colors.) -> (     colors., NULL) -> NULL
Table[0][100]: (dummy, kaleidoscope) -> (kaleidoscope, NULL) -> NULL
Table[0][101]: (dummy, NULL) -> NULL
Table[0][102]: (dummy,      foliage) -> (     foliage, NULL) -> NULL
Table[0][103]: (dummy, NULL) -> NULL
Table[0][104]: (dummy, NULL) -> NULL
Table[0][105]: (dummy,     billions) -> (    billions, NULL) -> NULL
Table[0][106]: (dummy, NULL) -> NULL
Table[0][107]: (dummy, NULL) -> NULL
Table[0][108]: (dummy,     glorious) -> (    glorious, NULL) -> NULL
Table[0][109]: (dummy, NULL) -> NULL
Table[0][110]: (dummy, NULL) -> NULL
Table[0][111]: (dummy, NULL) -> NULL
Table[0][112]: (dummy, NULL) -> NULL
Table[0][113]: (dummy, NULL) -> NULL
Table[0][114]: (dummy, NULL) -> NULL
Table[0][115]: (dummy, NULL) -> NULL
Table[0][116]: (dummy, NULL) -> NULL
Table[0][117]: (dummy, NULL) -> NULL
Table[0][118]: (dummy, NULL) -> NULL
Table[0][119]: (dummy, NULL) -> NULL
Table[0][120]: (dummy, NULL) -> NULL
Table[0][121]: (dummy, NULL) -> NULL
Table[0][122]: (dummy, NULL) -> NULL
Table[0][123]: (dummy, NULL) -> NULL
Table[0][124]: (dummy, NULL) -> NULL
Table[0][125]: (dummy, NULL) -> NULL
Table[0][126]: (dummy, NULL) -> NULL
Table[0][127]: (dummy, NULL) -> NULL
Table[0][128]: (dummy, NULL) -> NULL
Table[0][129]: (dummy, NULL) -> NULL
Table[0][130]: (dummy, NULL) -> NULL
Table[0][131]: (dummy, NULL) -> NULL
Table[0][132]: (dummy, NULL) -> NULL
Table[0][133]: (dummy, NULL) -> NULL
Table[0][134]: (dummy, NULL) -> NULL
Table[0][135]: (dummy, NULL) -> NULL
Table[0][136]: (dummy, NULL) -> NULL
Table[0][137]: (dummy, NULL) -> NULL
Table[0][138]: (dummy, NULL) -> NULL
Table[0][139]: (dummy, NULL) -> NULL
Table[0][140]: (dummy, NULL) -> NULL
Table[0][141]: (dummy, NULL) -> NULL
Table[0][142]: (dummy, NULL) -> NULL
Table[0][143]: (dummy, NULL) -> NULL
Table[0][144]: (dummy, NULL) -> NULL
Table[0][145]: (dummy, NULL) -> NULL
Table[0][146]: (dummy, NULL) -> NULL
Table[0][147]: (dummy, NULL) -> NULL
Table[0][148]: (dummy, NULL) -> NULL
Table[0][149]: (dummy, NULL) -> NULL
Table[0][150]: (dummy, NULL) -> NULL
Table[0][151]: (dummy, NULL) -> NULL
Table[0][152]: (dummy, NULL) -> NULL
Table[0][153]: (dummy, NULL) -> NULL
Table[0][154]: (dummy, NULL) -> NULL
Table[0][155]: (dummy, NULL) -> NULL
Table[0][156]: (dummy, NULL) -> NULL
Table[0][157]: (dummy, NULL) -> NULL
Table[0][158]: (dummy, NULL) -> NULL
Table[0][159]: (dummy, NULL) -> NULL
Table[0][160]: (dummy, NULL) -> NULL
Table[0][161]: (dummy, NULL) -> NULL
Table[0][162]: (dummy, NULL) -> NULL
Table[0][163]: (dummy, NULL) -> NULL
Table[0][164]: (dummy, NULL) -> NULL
Table[0][165]: (dummy, NULL) -> NULL
Table[0][166]: (dummy, NULL) -> NULL
Table[0][167]: (dummy, NULL) -> NULL
Table[0][168]: (dummy, NULL) -> NULL
Table[0][169]: (dummy, NULL) -> NULL
Table[0][170]: (dummy, NULL) -> NULL
Table[0][171]: (dummy, NULL) -> NULL
Table[0][172]: (dummy, NULL) -> NULL
Table[0][173]: (dummy, NULL) -> NULL
Table[0][174]: (dummy, NULL) -> NULL
Table[0][175]: (dummy, NULL) -> NULL
Table[0][176]: (dummy, NULL) -> NULL
Table[0][177]: (dummy, NULL) -> NULL
Table[0][178]: (dummy, NULL) -> NULL
Table[0][179]: (dummy, NULL) -> NULL
Table[0][180]: (dummy, NULL) -> NULL
Table[0][181]: (dummy, NULL) -> NULL
Table[0][182]: (dummy, NULL) -> NULL
Table[0][183]: (dummy, NULL) -> NULL
Table[0][184]: (dummy, NULL) -> NULL
Table[0][185]: (dummy, NULL) -> NULL
Table[0][186]: (dummy, NULL) -> NULL
Table[0][187]: (dummy, NULL) -> NULL
Table[0][188]: (dummy, NULL) -> NULL
Table[0][189]: (dummy, NULL) -> NULL
Table[0][190]: (dummy, NULL) -> NULL
Table[0][191]: (dummy, NULL) -> NULL
Table[0][192]: (dummy, NULL) -> NULL
Table[0][193]: (dummy, NULL) -> NULL
Table[0][194]: (dummy, NULL) -> NULL
Table[0][195]: (dummy, NULL) -> NULL
Table[0][196]: (dummy, NULL) -> NULL
Table[0][197]: (dummy, NULL) -> NULL
Table[0][198]: (dummy, NULL) -> NULL
Table[0][199]: (dummy, NULL) -> NULL
Table[0][200]: (dummy, NULL) -> NULL
Table[0][201]: (dummy, NULL) -> NULL
Table[0][202]: (dummy, NULL) -> NULL
Table[0][203]: (dummy, NULL) -> NULL
Table[0][204]: (dummy, NULL) -> NULL
Table[0][205]: (dummy, NULL) -> NULL
Table[0][206]: (dummy, NULL) -> NULL
Table[0][207]: (dummy, NULL) -> NULL
Table[0][208]: (dummy, NULL) -> NULL
Table[0][209]: (dummy, NULL) -> NULL
Table[0][210]: (dummy, NULL) -> NULL
Table[0][211]: (dummy, NULL) -> NULL
Table[0][212]: (dummy, NULL) -> NULL
Table[0][213]: (dummy, NULL) -> NULL
Table[0][214]: (dummy, NULL) -> NULL
Table[0][215]: (dummy, NULL) -> NULL
Table[0][216]: (dummy, NULL) -> NULL
Table[0][217]: (dummy, NULL) -> NULL
Table[0][218]: (dummy, NULL) -> NULL
Table[0][219]: (dummy, NULL) -> NULL
Table[0][220]: (dummy, NULL) -> NULL
Table[0][221]: (dummy, NULL) -> NULL
Table[0][222]: (dummy, NULL) -> NULL
Table[0][223]: (dummy, NULL) -> NULL
Table[0][224]: (dummy, NULL) -> NULL
Table[0][225]: (dummy, NULL) -> NULL
Table[0][226]: (dummy, NULL) -> NULL
Table[0][227]: (dummy, NULL) -> NULL
Table[0][228]: (dummy, NULL) -> NULL
Table[0][229]: (dummy, NULL) -> NULL
Table[0][230]: (dummy, NULL) -> NULL
Table[0][231]: (dummy, NULL) -> NULL
Table[0][232]: (dummy, NULL) -> NULL
Table[0][233]: (dummy, NULL) -> NULL
Table[0][234]: (dummy, NULL) -> NULL
Table[0][235]: (dummy, NULL) -> NULL
Table[0][236]: (dummy, NULL) -> NULL
Table[0][237]: (dummy, NULL) -> NULL
Table[0][238]: (dummy, NULL) -> NULL
Table[0][239]: (dummy, NULL) -> NULL
Table[0][240]: (dummy, NULL) -> NULL
Table[0][241]: (dummy, NULL) -> NULL
Table[0][242]: (dummy, NULL) -> NULL
Table[0][243]: (dummy, NULL) -> NULL
Table[0][244]: (dummy, NULL) -> NULL
Table[0][245]: (dummy, NULL) -> NULL
Table[0][246]: (dummy, NULL) -> NULL
Table[0][247]: (dummy, NULL) -> NULL
Table[0][248]: (dummy, NULL) -> NULL
Table[0][249]: (dummy, NULL) -> NULL
Table[0][250]: (dummy, NULL) -> NULL
Table[0][251]: (dummy, NULL) -> NULL
Table[0][252]: (dummy, NULL) -> NULL
Table[0][253]: (dummy, NULL) -> NULL
Table[0][254]: (dummy, NULL) -> NULL
Table[0][255]: (dummy, NULL) -> NULL
*** currentIndex = 4 ***
*** moving data =            a ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =           In ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =           as ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =           is ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =           of ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =           of ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =           to ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =          New ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =          for ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =          its ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =         from ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =        fall, ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =        green ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =       change ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =       famous ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =       leaves ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =      England ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =      colors. ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data = kaleidoscope ; from Table 0 ; to Table 1 ; hashIndex = 105 ***
*** moving data =      foliage ; from Table 0 ; to Table 1 ; hashIndex = 32 ***
*** moving data =     billions ; from Table 0 ; to Table 1 ; hashIndex = 98 ***
*** moving data =     glorious ; from Table 0 ; to Table 1 ; hashIndex = 103 ***
Table[1][0]: (dummy, NULL) -> NULL
Table[1][1]: (dummy, NULL) -> NULL
Table[1][2]: (dummy, NULL) -> NULL
Table[1][3]: (dummy, NULL) -> NULL
Table[1][4]: (dummy, NULL) -> NULL
Table[1][5]: (dummy, NULL) -> NULL
Table[1][6]: (dummy, NULL) -> NULL
Table[1][7]: (dummy, NULL) -> NULL
Table[1][8]: (dummy, NULL) -> NULL
Table[1][9]: (dummy, NULL) -> NULL
Table[1][10]: (dummy, NULL) -> NULL
Table[1][11]: (dummy, NULL) -> NULL
Table[1][12]: (dummy, NULL) -> NULL
Table[1][13]: (dummy, NULL) -> NULL
Table[1][14]: (dummy, NULL) -> NULL
Table[1][15]: (dummy, NULL) -> NULL
Table[1][16]: (dummy, NULL) -> NULL
Table[1][17]: (dummy, NULL) -> NULL
Table[1][18]: (dummy, NULL) -> NULL
Table[1][19]: (dummy, NULL) -> NULL
Table[1][20]: (dummy, NULL) -> NULL
Table[1][21]: (dummy, NULL) -> NULL
Table[1][22]: (dummy, NULL) -> NULL
Table[1][23]: (dummy, NULL) -> NULL
Table[1][24]: (dummy, NULL) -> NULL
Table[1][25]: (dummy, NULL) -> NULL
Table[1][26]: (dummy, NULL) -> NULL
Table[1][27]: (dummy, NULL) -> NULL
Table[1][28]: (dummy, NULL) -> NULL
Table[1][29]: (dummy, NULL) -> NULL
Table[1][30]: (dummy, NULL) -> NULL
Table[1][31]: (dummy, NULL) -> NULL
Table[1][32]: (dummy,            a) -> (           a,           In) -> (          In,           as) -> (          as,           is) -> (          is,           of) -> (          of,           of) -> (          of,           to) -> (          to,          New) -> (         New,          for) -> (         for,          its) -> (         its,         from) -> (        from,        fall,) -> (       fall,,        green) -> (       green,       change) -> (      change,       famous) -> (      famous,       leaves) -> (      leaves,      England) -> (     England,      colors.) -> (     colors.,      foliage) -> (     foliage, NULL) -> NULL
Table[1][33]: (dummy, NULL) -> NULL
Table[1][34]: (dummy, NULL) -> NULL
Table[1][35]: (dummy, NULL) -> NULL
Table[1][36]: (dummy, NULL) -> NULL
Table[1][37]: (dummy, NULL) -> NULL
Table[1][38]: (dummy, NULL) -> NULL
Table[1][39]: (dummy, NULL) -> NULL
Table[1][40]: (dummy, NULL) -> NULL
Table[1][41]: (dummy, NULL) -> NULL
Table[1][42]: (dummy, NULL) -> NULL
Table[1][43]: (dummy, NULL) -> NULL
Table[1][44]: (dummy, NULL) -> NULL
Table[1][45]: (dummy, NULL) -> NULL
Table[1][46]: (dummy, NULL) -> NULL
Table[1][47]: (dummy, NULL) -> NULL
Table[1][48]: (dummy, NULL) -> NULL
Table[1][49]: (dummy, NULL) -> NULL
Table[1][50]: (dummy, NULL) -> NULL
Table[1][51]: (dummy, NULL) -> NULL
Table[1][52]: (dummy, NULL) -> NULL
Table[1][53]: (dummy, NULL) -> NULL
Table[1][54]: (dummy, NULL) -> NULL
Table[1][55]: (dummy, NULL) -> NULL
Table[1][56]: (dummy, NULL) -> NULL
Table[1][57]: (dummy, NULL) -> NULL
Table[1][58]: (dummy, NULL) -> NULL
Table[1][59]: (dummy, NULL) -> NULL
Table[1][60]: (dummy, NULL) -> NULL
Table[1][61]: (dummy, NULL) -> NULL
Table[1][62]: (dummy, NULL) -> NULL
Table[1][63]: (dummy, NULL) -> NULL
Table[1][64]: (dummy, NULL) -> NULL
Table[1][65]: (dummy, NULL) -> NULL
Table[1][66]: (dummy, NULL) -> NULL
Table[1][67]: (dummy, NULL) -> NULL
Table[1][68]: (dummy, NULL) -> NULL
Table[1][69]: (dummy, NULL) -> NULL
Table[1][70]: (dummy, NULL) -> NULL
Table[1][71]: (dummy, NULL) -> NULL
Table[1][72]: (dummy, NULL) -> NULL
